1,1,122.58,335.1,133.72000000000003,56.799999999999955,1,1,1.0
1,2,733.76,267.3,71.44000000000005,37.5,1,1,1.0
1,3,209.6,250.2,93.66,39.360000000000014,1,1,0.0
2,1,97.65,338.5,136.79999999999998,57.93000000000001,1,1,1.0
2,2,720.24,269.03,72.52999999999997,38.10000000000002,1,1,1.0
2,3,209.6,250.7,93.66,39.50999999999999,1,1,0.0
3,1,72.72,341.9,139.88,59.05000000000001,1,1,1.0
3,2,706.72,270.77,73.61000000000001,38.700000000000045,1,1,1.0
3,3,209.6,251.2,93.66,39.650000000000034,1,1,0.0
4,1,47.8,345.3,142.95,60.18000000000001,1,1,1.0
4,2,693.2,272.5,74.69999999999993,39.30000000000001,1,1,1.0
4,3,209.6,251.5,93.66,40.0,1,1,0.0
5,1,22.87,348.7,146.03,61.30000000000001,1,1,1.0
5,2,678.5,274.23,76.70000000000005,39.89999999999998,1,1,1.0
5,3,209.6,251.0,93.66,41.02999999999997,1,1,0.0
6,1,0.0,351.9,146.2,62.60000000000002,1,1,1.0
6,2,663.8,275.97,78.70000000000005,40.5,1,1,1.0
6,3,209.6,250.55,93.66,42.01999999999998,1,1,0.0
7,1,0.0,355.45,123.5,64.55000000000001,1,1,1.0
7,2,649.43,277.7,80.10000000000002,41.10000000000002,1,1,1.0
7,3,209.6,250.9,93.66,40.74999999999997,1,1,0.0
8,1,0.0,359.0,100.8,66.50999999999999,1,1,1.0
8,2,635.07,279.43,81.5,41.69999999999999,1,1,1.0
8,3,209.6,250.9,93.66,40.79999999999998,1,1,0.0
9,1,0.0,364.3,74.75,59.89999999999998,1,1,1.0
9,2,620.7,281.17,82.89999999999998,42.30000000000001,1,1,1.0
9,3,209.6,251.1,93.66,40.650000000000006,1,1,0.0
10,1,0.0,369.6,48.7,53.299999999999955,1,1,1.0
10,2,604.7,282.9,83.82999999999993,42.900000000000034,1,1,1.0
10,3,209.6,251.5,93.66,40.30000000000001,1,1,0.0
11,2,589.79,285.3,85.00999999999999,43.80000000000001,1,1,0.0
11,3,209.6,251.6,93.66,40.20000000000002,1,1,0.0
12,2,575.0,287.19,85.5,44.00999999999999,1,1,0.0
12,3,209.6,251.8,93.66,40.0,1,1,0.0
13,2,558.79,289.2,87.16000000000008,44.56999999999999,1,1,0.0
13,3,209.6,251.8,93.66,40.0,1,1,1.0
14,2,542.58,291.2,88.81999999999994,45.150000000000034,1,1,0.0
14,3,209.46,252.9,93.79999999999998,38.33000000000001,1,1,1.0
15,2,525.44,293.65,91.45999999999992,45.920000000000016,1,1,0.0
15,3,209.31,253.1,93.94999999999999,39.79999999999998,1,1,1.0
16,2,508.3,296.1,94.09999999999997,46.69999999999999,1,1,0.0
16,3,209.17,252.85,94.09,40.130000000000024,1,1,1.0
17,2,492.85,298.26,93.14999999999998,47.639999999999986,1,1,0.0
