1,1,52.98,60.03,122.12,59.17999999999999,1,1,0.0
1,2,0.0,12.27,17.21,28.599999999999998,1,1,1.0
1,3,95.1,0.0,224.53,63.06,1,1,0.0
2,1,32.0,57.78,120.62,56.22,1,1,0.0
2,2,0.0,12.27,9.4,28.599999999999998,1,1,1.0
2,3,95.1,0.0,224.53,62.94,1,1,0.0
3,1,20.02,53.3,113.08,55.46000000000001,1,1,0.0
3,4,314.43,0.0,394.46999999999997,112.5,1,1,0.0
3,3,95.1,0.0,224.53,62.83,1,1,0.0
4,1,3.54,48.8,107.86,54.71000000000001,1,1,0.0
4,4,314.43,0.0,393.84,112.5,1,1,0.0
4,3,95.1,0.0,224.53,62.71,1,1,0.0
5,1,0.0,48.05,93.4,54.71000000000001,1,1,0.0
5,4,314.43,0.0,393.21,112.5,1,1,0.0
5,3,95.1,0.0,224.53,62.59,1,1,0.0
6,1,0.0,48.05,76.9,54.71000000000001,1,1,0.0
6,4,314.43,0.0,392.58,112.5,1,1,0.0
6,3,95.1,0.0,224.53,62.47,1,1,0.0
7,1,0.0,45.05,58.9,48.75,1,1,0.0
7,4,314.43,0.0,391.96,112.5,1,1,0.0
7,3,95.1,0.0,224.53,62.35,1,1,0.0
8,1,0.0,45.05,44.7,48.75,1,1,0.0
8,4,314.43,0.0,391.33,112.5,1,1,0.0
8,3,95.1,0.0,224.53,62.24,1,1,0.0
9,1,0.0,45.05,29.0,48.75,1,1,0.0
9,4,314.43,0.0,390.7,112.5,1,1,0.0
9,3,95.1,0.0,224.53,62.12,1,1,0.0
10,5,921.26,179.89,38.74000000000001,80.16000000000003,1,1,1.0
10,4,314.43,0.0,390.07,112.5,1,1,0.0
10,3,95.1,0.0,224.53,62.0,1,1,0.0
11,5,870.3,179.89,89.70000000000005,85.41000000000003,1,1,1.0
11,4,314.43,0.0,389.99999999999994,112.5,1,1,0.0
11,3,95.1,0.0,224.53,61.88,1,1,0.0
12,5,825.4,170.9,134.60000000000002,85.41,1,1,1.0
12,4,314.43,0.0,389.93,112.5,1,1,0.0
12,3,95.1,0.0,224.53,61.76,1,1,0.0
13,5,783.4,161.9,176.60000000000002,87.69999999999999,1,1,1.0
13,4,314.43,0.0,389.85999999999996,112.5,1,1,0.0
13,3,95.1,0.0,224.53,61.65,1,1,0.0
14,5,739.2,149.2,220.79999999999995,119.10000000000002,1,1,1.0
14,6,0.0,178.4,18.52,51.68000000000001,1,1,1.0
14,4,314.43,0.0,389.79,112.5,1,1,0.0
14,3,95.1,0.0,224.53,61.53,1,1,0.0
15,5,698.8,142.46,261.20000000000005,113.84,1,1,1.0
15,6,0.0,165.7,36.5,71.9,1,1,1.0
15,4,314.43,0.0,389.71999999999997,112.5,1,1,0.0
15,3,95.1,0.0,224.53,61.41,1,1,0.0
16,5,660.59,135.71,261.19999999999993,113.85,1,1,1.0
16,6,0.0,165.7,54.1,89.15,1,1,1.0
16,4,314.43,0.0,389.65000000000003,112.5,1,1,0.0
16,3,95.1,0.0,224.53,61.29,1,1,0.0
17,5,621.7,130.69,261.80999999999995,108.14000000000001,1,1,1.0
17,6,0.0,165.7,71.7,106.40000000000003,1,1,1.0
17,4,314.43,0.0,389.59,112.5,1,1,0.0
17,3,95.1,0.0,224.53,61.17,1,1,0.0
18,5,582.8,125.67,262.43000000000006,102.42999999999999,1,1,1.0
18,6,0.0,170.95,93.8,110.90000000000003,1,1,1.0
18,4,314.43,0.0,389.52000000000004,112.5,1,1,0.0
18,3,95.1,0.0,224.53,61.06,1,1,0.0
19,5,554.22,116.2,238.48000000000002,101.8,1,1,1.0
19,6,0.0,176.2,115.9,115.40000000000003,1,1,1.0
19,4,314.43,0.0,389.45,112.5,1,1,0.0
19,3,95.1,0.0,224.53,60.94,1,1,0.0
20,5,525.65,111.81,228.55000000000007,98.6,1,1,1.0
20,6,0.0,183.93,142.1,122.39999999999998,1,1,1.0
20,4,314.43,0.0,389.37999999999994,112.5,1,1,0.0
20,3,95.1,0.0,224.53,60.82,1,1,0.0
21,5,497.07,107.43,214.53000000000003,95.4,1,1,1.0
21,6,0.0,191.67,168.3,129.4,1,1,1.0
21,4,314.43,0.0,389.31,112.5,1,1,0.0
21,3,95.1,0.0,224.53,60.7,1,1,0.0
22,5,458.0,103.04,216.79999999999995,92.2,1,1,1.0
22,6,0.0,199.4,194.5,136.4,1,1,1.0
22,4,314.43,0.0,389.23999999999995,112.5,1,1,0.0
22,3,95.1,0.0,224.53,60.58,1,1,0.0
23,5,432.05,98.66,207.7,89.0,1,1,1.0
23,6,18.35,208.75,209.85,143.55,1,1,1.0
23,4,314.43,0.0,389.17,112.5,1,1,0.0
23,3,95.1,0.0,224.53,60.47,1,1,0.0
24,5,406.09,94.27,198.61000000000007,85.8,1,1,1.0
24,6,36.71,218.1,225.18999999999997,150.70000000000002,1,1,1.0
24,4,314.2,0.0,389.40000000000003,112.34,1,1,0.0
24,3,95.1,0.0,224.53,60.35,1,1,0.0
25,5,380.14,89.89,189.46000000000004,82.60000000000001,1,1,1.0
25,6,63.12,229.53,242.43,162.11999999999998,1,1,1.0
25,4,313.97,0.0,389.63,112.17,1,1,0.0
25,3,95.1,0.0,224.53,60.23,1,1,0.0
26,5,354.19,85.5,184.81,79.4,1,1,1.0
26,6,89.52,240.95,259.68,173.55,1,1,1.0
26,4,313.73,0.0,389.87,112.01,1,1,0.0
